,instant_x,dteday,season,yr_x,mnth_x,hr,holiday_x,weekday_x,workingday,weathersit,temp,atemp_x,hum,windspeed,casual,registered,cnt,weather_name_x,time_category,instant_y,yr_y,mnth_y,holiday_y,weekday_y,atemp_y,season_name,weather_name_y,mnth_name,demand_category,weekday_name
16682,16683.0,2012-12-02,4,1.0,12.0,21.0,0.0,0.0,0,2,0.44,0.4394,0.77,0.2239,8,91,99,Berkabut,Malam,,,,,,,,,,,
16683,16684.0,2012-12-02,4,1.0,12.0,22.0,0.0,0.0,0,2,0.44,0.4394,0.77,0.194,11,85,96,Berkabut,Malam,,,,,,,,,,,
16684,16685.0,2012-12-02,4,1.0,12.0,23.0,0.0,0.0,0,2,0.42,0.4242,0.82,0.1343,7,44,51,Berkabut,Malam,,,,,,,,,,,
16685,16686.0,2012-12-03,4,1.0,12.0,0.0,0.0,1.0,1,2,0.42,0.4242,0.82,0.1642,3,18,21,Berkabut,Dini Hari,,,,,,,,,,,
16686,16687.0,2012-12-03,4,1.0,12.0,1.0,0.0,1.0,1,1,0.4,0.4091,0.82,0.1343,2,11,13,Cerah,Dini Hari,,,,,,,,,,,
16687,16688.0,2012-12-03,4,1.0,12.0,2.0,0.0,1.0,1,1,0.42,0.4242,0.77,0.1642,1,9,10,Cerah,Dini Hari,,,,,,,,,,,
16688,16689.0,2012-12-03,4,1.0,12.0,3.0,0.0,1.0,1,1,0.38,0.3939,0.87,0.0,2,6,8,Cerah,Dini Hari,,,,,,,,,,,
16689,16690.0,2012-12-03,4,1.0,12.0,4.0,0.0,1.0,1,1,0.36,0.3788,0.93,0.0,1,4,5,Cerah,Dini Hari,,,,,,,,,,,
16690,16691.0,2012-12-03,4,1.0,12.0,5.0,0.0,1.0,1,1,0.34,0.3485,0.93,0.0896,0,38,38,Cerah,Dini Hari,,,,,,,,,,,
16691,16692.0,2012-12-03,4,1.0,12.0,6.0,0.0,1.0,1,1,0.36,0.3788,0.93,0.0,2,136,138,Cerah,Dini Hari,,,,,,,,,,,
16692,16693.0,2012-12-03,4,1.0,12.0,7.0,0.0,1.0,1,2,0.34,0.3636,0.93,0.0,9,387,396,Berkabut,Pagi,,,,,,,,,,,
16693,16694.0,2012-12-03,4,1.0,12.0,8.0,0.0,1.0,1,1,0.36,0.3788,0.93,0.0,19,712,731,Cerah,Pagi,,,,,,,,,,,
16694,16695.0,2012-12-03,4,1.0,12.0,9.0,0.0,1.0,1,1,0.4,0.4091,0.87,0.0896,19,289,308,Cerah,Pagi,,,,,,,,,,,
16695,16696.0,2012-12-03,4,1.0,12.0,10.0,0.0,1.0,1,1,0.44,0.4394,0.77,0.1343,31,105,136,Cerah,Pagi,,,,,,,,,,,
16696,16697.0,2012-12-03,4,1.0,12.0,11.0,0.0,1.0,1,1,0.48,0.4697,0.77,0.1343,51,182,233,Cerah,Siang,,,,,,,,,,,
16697,16698.0,2012-12-03,4,1.0,12.0,12.0,0.0,1.0,1,1,0.52,0.5,0.68,0.1642,40,228,268,Cerah,Siang,,,,,,,,,,,
16698,16699.0,2012-12-03,4,1.0,12.0,13.0,0.0,1.0,1,1,0.58,0.5455,0.56,0.0896,81,240,321,Cerah,Siang,,,,,,,,,,,
16699,16700.0,2012-12-03,4,1.0,12.0,14.0,0.0,1.0,1,1,0.6,0.6212,0.53,0.0,51,209,260,Cerah,Siang,,,,,,,,,,,
16700,16701.0,2012-12-03,4,1.0,12.0,15.0,0.0,1.0,1,1,0.6,0.6212,0.56,0.0,58,210,268,Cerah,Siang,,,,,,,,,,,
16701,16702.0,2012-12-03,4,1.0,12.0,16.0,0.0,1.0,1,1,0.6,0.6212,0.53,0.1343,45,397,442,Cerah,Siang,,,,,,,,,,,
16702,16703.0,2012-12-03,4,1.0,12.0,17.0,0.0,1.0,1,1,0.52,0.5,0.63,0.1045,43,665,708,Cerah,Sore,,,,,,,,,,,
16703,16704.0,2012-12-03,4,1.0,12.0,18.0,0.0,1.0,1,1,0.5,0.4848,0.68,0.0896,26,666,692,Cerah,Sore,,,,,,,,,,,
16704,16705.0,2012-12-03,4,1.0,12.0,19.0,0.0,1.0,1,1,0.5,0.4848,0.68,0.0896,27,444,471,Cerah,Sore,,,,,,,,,,,
16705,16706.0,2012-12-03,4,1.0,12.0,20.0,0.0,1.0,1,2,0.46,0.4545,0.77,0.0,16,284,300,Berkabut,Sore,,,,,,,,,,,
16706,16707.0,2012-12-03,4,1.0,12.0,21.0,0.0,1.0,1,1,0.44,0.4394,0.82,0.194,14,207,221,Cerah,Malam,,,,,,,,,,,
16707,16708.0,2012-12-03,4,1.0,12.0,22.0,0.0,1.0,1,1,0.42,0.4242,0.82,0.1045,5,139,144,Cerah,Malam,,,,,,,,,,,
16708,16709.0,2012-12-03,4,1.0,12.0,23.0,0.0,1.0,1,1,0.42,0.4242,0.82,0.1045,9,93,102,Cerah,Malam,,,,,,,,,,,
16709,16710.0,2012-12-04,4,1.0,12.0,0.0,0.0,2.0,1,1,0.42,0.4242,0.88,0.1045,6,49,55,Cerah,Dini Hari,,,,,,,,,,,
16710,16711.0,2012-12-04,4,1.0,12.0,1.0,0.0,2.0,1,1,0.42,0.4242,0.82,0.1045,3,22,25,Cerah,Dini Hari,,,,,,,,,,,
16711,16712.0,2012-12-04,4,1.0,12.0,2.0,0.0,2.0,1,1,0.42,0.4242,0.88,0.0896,3,5,8,Cerah,Dini Hari,,,,,,,,,,,
16712,16713.0,2012-12-04,4,1.0,12.0,3.0,0.0,2.0,1,2,0.4,0.4091,0.87,0.1343,1,3,4,Berkabut,Dini Hari,,,,,,,,,,,
16713,16714.0,2012-12-04,4,1.0,12.0,4.0,0.0,2.0,1,2,0.4,0.4091,0.87,0.1343,0,7,7,Berkabut,Dini Hari,,,,,,,,,,,
16714,16715.0,2012-12-04,4,1.0,12.0,5.0,0.0,2.0,1,2,0.44,0.4394,0.88,0.0,1,45,46,Berkabut,Dini Hari,,,,,,,,,,,
16715,16716.0,2012-12-04,4,1.0,12.0,6.0,0.0,2.0,1,2,0.36,0.3788,0.93,0.0,3,150,153,Berkabut,Dini Hari,,,,,,,,,,,
16716,16717.0,2012-12-04,4,1.0,12.0,7.0,0.0,2.0,1,1,0.42,0.4242,0.88,0.1343,7,495,502,Cerah,Pagi,,,,,,,,,,,
16717,16718.0,2012-12-04,4,1.0,12.0,8.0,0.0,2.0,1,2,0.44,0.4394,0.88,0.1642,21,700,721,Berkabut,Pagi,,,,,,,,,,,
16718,16719.0,2012-12-04,4,1.0,12.0,9.0,0.0,2.0,1,1,0.46,0.4545,0.82,0.1045,19,317,336,Cerah,Pagi,,,,,,,,,,,
16719,16720.0,2012-12-04,4,1.0,12.0,10.0,0.0,2.0,1,1,0.46,0.4545,0.82,0.194,26,130,156,Cerah,Pagi,,,,,,,,,,,
16720,16721.0,2012-12-04,4,1.0,12.0,11.0,0.0,2.0,1,1,0.48,0.4697,0.77,0.194,24,183,207,Cerah,Siang,,,,,,,,,,,
16721,16722.0,2012-12-04,4,1.0,12.0,12.0,0.0,2.0,1,1,0.52,0.5,0.68,0.194,39,273,312,Cerah,Siang,,,,,,,,,,,
16722,16723.0,2012-12-04,4,1.0,12.0,13.0,0.0,2.0,1,2,0.54,0.5152,0.64,0.1642,39,233,272,Berkabut,Siang,,,,,,,,,,,
16723,16724.0,2012-12-04,4,1.0,12.0,14.0,0.0,2.0,1,2,0.58,0.5455,0.56,0.2239,39,231,270,Berkabut,Siang,,,,,,,,,,,
16724,16725.0,2012-12-04,4,1.0,12.0,15.0,0.0,2.0,1,2,0.6,0.6212,0.49,0.2537,56,244,300,Berkabut,Siang,,,,,,,,,,,
16725,16726.0,2012-12-04,4,1.0,12.0,16.0,0.0,2.0,1,1,0.58,0.5455,0.49,0.2836,44,391,435,Cerah,Siang,,,,,,,,,,,
16726,16727.0,2012-12-04,4,1.0,12.0,17.0,0.0,2.0,1,1,0.52,0.5,0.59,0.2239,43,700,743,Cerah,Sore,,,,,,,,,,,
16727,16728.0,2012-12-04,4,1.0,12.0,18.0,0.0,2.0,1,1,0.5,0.4848,0.63,0.2239,38,693,731,Cerah,Sore,,,,,,,,,,,
16728,16729.0,2012-12-04,4,1.0,12.0,19.0,0.0,2.0,1,1,0.48,0.4697,0.67,0.2239,46,414,460,Cerah,Sore,,,,,,,,,,,
16729,16730.0,2012-12-04,4,1.0,12.0,20.0,0.0,2.0,1,2,0.5,0.4848,0.63,0.2239,34,272,306,Berkabut,Sore,,,,,,,,,,,
16730,16731.0,2012-12-04,4,1.0,12.0,21.0,0.0,2.0,1,2,0.5,0.4848,0.63,0.2537,28,252,280,Berkabut,Malam,,,,,,,,,,,
16731,16732.0,2012-12-04,4,1.0,12.0,22.0,0.0,2.0,1,2,0.5,0.4848,0.63,0.2985,26,155,181,Berkabut,Malam,,,,,,,,,,,
16732,16733.0,2012-12-04,4,1.0,12.0,23.0,0.0,2.0,1,1,0.48,0.4697,0.67,0.2537,5,91,96,Cerah,Malam,,,,,,,,,,,
16733,16734.0,2012-12-05,4,1.0,12.0,0.0,0.0,3.0,1,1,0.5,0.4848,0.59,0.2836,6,31,37,Cerah,Dini Hari,,,,,,,,,,,
16734,16735.0,2012-12-05,4,1.0,12.0,1.0,0.0,3.0,1,1,0.52,0.5,0.55,0.3284,0,11,11,Cerah,Dini Hari,,,,,,,,,,,
16735,16736.0,2012-12-05,4,1.0,12.0,2.0,0.0,3.0,1,1,0.46,0.4545,0.67,0.1642,2,7,9,Cerah,Dini Hari,,,,,,,,,,,
16736,16737.0,2012-12-05,4,1.0,12.0,3.0,0.0,3.0,1,1,0.48,0.4697,0.67,0.1343,0,7,7,Cerah,Dini Hari,,,,,,,,,,,
16737,16738.0,2012-12-05,4,1.0,12.0,4.0,0.0,3.0,1,1,0.5,0.4848,0.63,0.4478,1,9,10,Cerah,Dini Hari,,,,,,,,,,,
16738,16739.0,2012-12-05,4,1.0,12.0,5.0,0.0,3.0,1,1,0.5,0.4848,0.59,0.2836,1,48,49,Cerah,Dini Hari,,,,,,,,,,,
16739,16740.0,2012-12-05,4,1.0,12.0,6.0,0.0,3.0,1,3,0.48,0.4697,0.55,0.3881,5,119,124,Hujan Ringan,Dini Hari,,,,,,,,,,,
16740,16741.0,2012-12-05,4,1.0,12.0,7.0,0.0,3.0,1,3,0.46,0.4545,0.59,0.2985,9,389,398,Hujan Ringan,Pagi,,,,,,,,,,,
16741,16742.0,2012-12-05,4,1.0,12.0,8.0,0.0,3.0,1,2,0.44,0.4394,0.58,0.2836,22,737,759,Berkabut,Pagi,,,,,,,,,,,
16742,16743.0,2012-12-05,4,1.0,12.0,9.0,0.0,3.0,1,2,0.44,0.4394,0.51,0.2239,26,362,388,Berkabut,Pagi,,,,,,,,,,,
16743,16744.0,2012-12-05,4,1.0,12.0,10.0,0.0,3.0,1,2,0.44,0.4394,0.47,0.3582,14,127,141,Berkabut,Pagi,,,,,,,,,,,
16744,16745.0,2012-12-05,4,1.0,12.0,11.0,0.0,3.0,1,1,0.44,0.4394,0.44,0.2836,11,161,172,Cerah,Siang,,,,,,,,,,,
16745,16746.0,2012-12-05,4,1.0,12.0,12.0,0.0,3.0,1,1,0.44,0.4394,0.41,0.2836,24,208,232,Cerah,Siang,,,,,,,,,,,
16746,16747.0,2012-12-05,4,1.0,12.0,13.0,0.0,3.0,1,1,0.46,0.4545,0.41,0.2836,14,200,214,Cerah,Siang,,,,,,,,,,,
16747,16748.0,2012-12-05,4,1.0,12.0,14.0,0.0,3.0,1,1,0.48,0.4697,0.33,0.4925,39,179,218,Cerah,Siang,,,,,,,,,,,
16748,16749.0,2012-12-05,4,1.0,12.0,15.0,0.0,3.0,1,1,0.48,0.4697,0.33,0.2836,20,265,285,Cerah,Siang,,,,,,,,,,,
16749,16750.0,2012-12-05,4,1.0,12.0,16.0,0.0,3.0,1,1,0.46,0.4545,0.33,0.2836,23,354,377,Cerah,Siang,,,,,,,,,,,
16750,16751.0,2012-12-05,4,1.0,12.0,17.0,0.0,3.0,1,1,0.44,0.4394,0.35,0.2836,29,576,605,Cerah,Sore,,,,,,,,,,,
16751,16752.0,2012-12-05,4,1.0,12.0,18.0,0.0,3.0,1,1,0.42,0.4242,0.35,0.4478,29,580,609,Cerah,Sore,,,,,,,,,,,
16752,16753.0,2012-12-05,4,1.0,12.0,19.0,0.0,3.0,1,1,0.38,0.3939,0.43,0.3582,14,400,414,Cerah,Sore,,,,,,,,,,,
16753,16754.0,2012-12-05,4,1.0,12.0,20.0,0.0,3.0,1,1,0.34,0.303,0.46,0.3881,19,274,293,Cerah,Sore,,,,,,,,,,,
16754,16755.0,2012-12-05,4,1.0,12.0,21.0,0.0,3.0,1,1,0.34,0.303,0.46,0.4179,14,184,198,Cerah,Malam,,,,,,,,,,,
16755,16756.0,2012-12-05,4,1.0,12.0,22.0,0.0,3.0,1,1,0.32,0.2879,0.45,0.3881,4,101,105,Cerah,Malam,,,,,,,,,,,
16756,16757.0,2012-12-05,4,1.0,12.0,23.0,0.0,3.0,1,1,0.3,0.2727,0.49,0.3881,5,69,74,Cerah,Malam,,,,,,,,,,,
16757,16758.0,2012-12-06,4,1.0,12.0,0.0,0.0,4.0,1,1,0.26,0.2424,0.48,0.2836,1,43,44,Cerah,Dini Hari,,,,,,,,,,,
16758,16759.0,2012-12-06,4,1.0,12.0,1.0,0.0,4.0,1,1,0.26,0.2424,0.48,0.2836,0,16,16,Cerah,Dini Hari,,,,,,,,,,,
16759,16760.0,2012-12-06,4,1.0,12.0,2.0,0.0,4.0,1,1,0.24,0.2121,0.52,0.2836,0,9,9,Cerah,Dini Hari,,,,,,,,,,,
16760,16761.0,2012-12-06,4,1.0,12.0,3.0,0.0,4.0,1,1,0.22,0.2273,0.55,0.194,0,2,2,Cerah,Dini Hari,,,,,,,,,,,
16761,16762.0,2012-12-06,4,1.0,12.0,4.0,0.0,4.0,1,1,0.22,0.2121,0.55,0.2985,1,8,9,Cerah,Dini Hari,,,,,,,,,,,
16762,16763.0,2012-12-06,4,1.0,12.0,5.0,0.0,4.0,1,1,0.22,0.2121,0.55,0.2836,0,32,32,Cerah,Dini Hari,,,,,,,,,,,
16763,16764.0,2012-12-06,4,1.0,12.0,6.0,0.0,4.0,1,1,0.22,0.2121,0.55,0.2985,2,122,124,Cerah,Dini Hari,,,,,,,,,,,
16764,16765.0,2012-12-06,4,1.0,12.0,7.0,0.0,4.0,1,1,0.22,0.2121,0.51,0.2985,8,381,389,Cerah,Pagi,,,,,,,,,,,
16765,16766.0,2012-12-06,4,1.0,12.0,8.0,0.0,4.0,1,1,0.22,0.2121,0.51,0.2985,13,646,659,Cerah,Pagi,,,,,,,,,,,
16766,16767.0,2012-12-06,4,1.0,12.0,9.0,0.0,4.0,1,1,0.24,0.2273,0.48,0.194,19,257,276,Cerah,Pagi,,,,,,,,,,,
16767,16768.0,2012-12-06,4,1.0,12.0,10.0,0.0,4.0,1,1,0.24,0.2273,0.52,0.194,23,122,145,Cerah,Pagi,,,,,,,,,,,
16768,16769.0,2012-12-06,4,1.0,12.0,11.0,0.0,4.0,1,1,0.26,0.2576,0.48,0.1642,16,162,178,Cerah,Siang,,,,,,,,,,,
16769,16770.0,2012-12-06,4,1.0,12.0,12.0,0.0,4.0,1,1,0.28,0.3182,0.41,0.0,29,206,235,Cerah,Siang,,,,,,,,,,,
16770,16771.0,2012-12-06,4,1.0,12.0,13.0,0.0,4.0,1,1,0.3,0.3333,0.39,0.0,33,212,245,Cerah,Siang,,,,,,,,,,,
16771,16772.0,2012-12-06,4,1.0,12.0,14.0,0.0,4.0,1,1,0.3,0.3182,0.42,0.0896,37,175,212,Cerah,Siang,,,,,,,,,,,
16772,16773.0,2012-12-06,4,1.0,12.0,15.0,0.0,4.0,1,1,0.32,0.3485,0.39,0.0,38,232,270,Cerah,Siang,,,,,,,,,,,
16773,16774.0,2012-12-06,4,1.0,12.0,16.0,0.0,4.0,1,1,0.32,0.3485,0.42,0.0,39,292,331,Cerah,Siang,,,,,,,,,,,
16774,16775.0,2012-12-06,4,1.0,12.0,17.0,0.0,4.0,1,1,0.3,0.3182,0.45,0.1045,31,586,617,Cerah,Sore,,,,,,,,,,,
16775,16776.0,2012-12-06,4,1.0,12.0,18.0,0.0,4.0,1,1,0.28,0.2727,0.45,0.1642,23,542,565,Cerah,Sore,,,,,,,,,,,
16776,16777.0,2012-12-06,4,1.0,12.0,19.0,0.0,4.0,1,1,0.26,0.2576,0.6,0.194,13,360,373,Cerah,Sore,,,,,,,,,,,
16777,16778.0,2012-12-06,4,1.0,12.0,20.0,0.0,4.0,1,2,0.24,0.2576,0.6,0.1045,5,222,227,Berkabut,Sore,,,,,,,,,,,
16778,16779.0,2012-12-06,4,1.0,12.0,21.0,0.0,4.0,1,2,0.24,0.2424,0.6,0.1343,7,184,191,Berkabut,Malam,,,,,,,,,,,
16779,16780.0,2012-12-06,4,1.0,12.0,22.0,0.0,4.0,1,1,0.24,0.2424,0.65,0.1642,2,131,133,Cerah,Malam,,,,,,,,,,,
16780,16781.0,2012-12-06,4,1.0,12.0,23.0,0.0,4.0,1,1,0.24,0.2424,0.65,0.1642,0,93,93,Cerah,Malam,,,,,,,,,,,
16781,16782.0,2012-12-07,4,1.0,12.0,0.0,0.0,5.0,1,1,0.24,0.2576,0.7,0.1045,3,45,48,Cerah,Dini Hari,,,,,,,,,,,
16782,16783.0,2012-12-07,4,1.0,12.0,1.0,0.0,5.0,1,2,0.24,0.2273,0.7,0.194,2,26,28,Berkabut,Dini Hari,,,,,,,,,,,
16783,16784.0,2012-12-07,4,1.0,12.0,2.0,0.0,5.0,1,2,0.26,0.2727,0.7,0.1343,0,11,11,Berkabut,Dini Hari,,,,,,,,,,,
16784,16785.0,2012-12-07,4,1.0,12.0,3.0,0.0,5.0,1,2,0.26,0.2576,0.81,0.194,0,5,5,Berkabut,Dini Hari,,,,,,,,,,,
16785,16786.0,2012-12-07,4,1.0,12.0,4.0,0.0,5.0,1,1,0.26,0.2727,0.75,0.1045,0,10,10,Cerah,Dini Hari,,,,,,,,,,,
16786,16787.0,2012-12-07,4,1.0,12.0,5.0,0.0,5.0,1,2,0.26,0.2727,0.81,0.1045,1,25,26,Berkabut,Dini Hari,,,,,,,,,,,
16787,16788.0,2012-12-07,4,1.0,12.0,6.0,0.0,5.0,1,2,0.28,0.2727,0.75,0.1642,0,84,84,Berkabut,Dini Hari,,,,,,,,,,,
16788,16789.0,2012-12-07,4,1.0,12.0,7.0,0.0,5.0,1,3,0.28,0.2727,0.81,0.1642,3,212,215,Hujan Ringan,Pagi,,,,,,,,,,,
16789,16790.0,2012-12-07,4,1.0,12.0,8.0,0.0,5.0,1,2,0.3,0.2879,0.75,0.194,11,430,441,Berkabut,Pagi,,,,,,,,,,,
16790,16791.0,2012-12-07,4,1.0,12.0,9.0,0.0,5.0,1,2,0.3,0.303,0.81,0.1343,10,291,301,Berkabut,Pagi,,,,,,,,,,,
16791,16792.0,2012-12-07,4,1.0,12.0,10.0,0.0,5.0,1,2,0.32,0.3182,0.76,0.1642,16,150,166,Berkabut,Pagi,,,,,,,,,,,
16792,16793.0,2012-12-07,4,1.0,12.0,11.0,0.0,5.0,1,2,0.32,0.3182,0.76,0.194,20,183,203,Berkabut,Siang,,,,,,,,,,,
16793,16794.0,2012-12-07,4,1.0,12.0,12.0,0.0,5.0,1,2,0.34,0.3333,0.71,0.194,36,204,240,Berkabut,Siang,,,,,,,,,,,
16794,16795.0,2012-12-07,4,1.0,12.0,13.0,0.0,5.0,1,2,0.36,0.3485,0.66,0.1343,23,197,220,Berkabut,Siang,,,,,,,,,,,
16795,16796.0,2012-12-07,4,1.0,12.0,14.0,0.0,5.0,1,2,0.36,0.3485,0.71,0.1642,40,175,215,Berkabut,Siang,,,,,,,,,,,
16796,16797.0,2012-12-07,4,1.0,12.0,15.0,0.0,5.0,1,2,0.36,0.3485,0.71,0.1642,34,269,303,Berkabut,Siang,,,,,,,,,,,
16797,16798.0,2012-12-07,4,1.0,12.0,16.0,0.0,5.0,1,1,0.36,0.3485,0.76,0.1343,39,336,375,Cerah,Siang,,,,,,,,,,,
16798,16799.0,2012-12-07,4,1.0,12.0,17.0,0.0,5.0,1,2,0.38,0.3939,0.66,0.0,29,539,568,Berkabut,Sore,,,,,,,,,,,
16799,16800.0,2012-12-07,4,1.0,12.0,18.0,0.0,5.0,1,2,0.38,0.3939,0.71,0.1045,25,473,498,Berkabut,Sore,,,,,,,,,,,
16800,16801.0,2012-12-07,4,1.0,12.0,19.0,0.0,5.0,1,2,0.38,0.3939,0.76,0.0,15,337,352,Berkabut,Sore,,,,,,,,,,,
16801,16802.0,2012-12-07,4,1.0,12.0,20.0,0.0,5.0,1,3,0.38,0.3939,0.76,0.1045,12,229,241,Hujan Ringan,Sore,,,,,,,,,,,
16802,16803.0,2012-12-07,4,1.0,12.0,21.0,0.0,5.0,1,2,0.36,0.3636,0.93,0.1045,9,162,171,Berkabut,Malam,,,,,,,,,,,
16803,16804.0,2012-12-07,4,1.0,12.0,22.0,0.0,5.0,1,2,0.36,0.3636,0.93,0.0896,15,150,165,Berkabut,Malam,,,,,,,,,,,
16804,16805.0,2012-12-07,4,1.0,12.0,23.0,0.0,5.0,1,2,0.36,0.3636,0.93,0.0896,6,116,122,Berkabut,Malam,,,,,,,,,,,
16805,16806.0,2012-12-08,4,1.0,12.0,0.0,0.0,6.0,0,2,0.36,0.3636,0.93,0.0896,5,98,103,Berkabut,Dini Hari,,,,,,,,,,,
16806,16807.0,2012-12-08,4,1.0,12.0,1.0,0.0,6.0,0,2,0.36,0.3485,0.93,0.1343,16,84,100,Berkabut,Dini Hari,,,,,,,,,,,
16807,16808.0,2012-12-08,4,1.0,12.0,2.0,0.0,6.0,0,2,0.36,0.3485,0.93,0.1343,3,67,70,Berkabut,Dini Hari,,,,,,,,,,,
16808,16809.0,2012-12-08,4,1.0,12.0,3.0,0.0,6.0,0,2,0.36,0.3636,0.93,0.1045,6,23,29,Berkabut,Dini Hari,,,,,,,,,,,
16809,16810.0,2012-12-08,4,1.0,12.0,4.0,0.0,6.0,0,2,0.36,0.3788,0.93,0.0,3,9,12,Berkabut,Dini Hari,,,,,,,,,,,
16810,16811.0,2012-12-08,4,1.0,12.0,5.0,0.0,6.0,0,2,0.36,0.3636,0.93,0.1045,2,4,6,Berkabut,Dini Hari,,,,,,,,,,,
16811,16812.0,2012-12-08,4,1.0,12.0,6.0,0.0,6.0,0,2,0.36,0.3636,0.93,0.1045,1,19,20,Berkabut,Dini Hari,,,,,,,,,,,
16812,16813.0,2012-12-08,4,1.0,12.0,7.0,0.0,6.0,0,2,0.36,0.3636,1.0,0.0896,3,36,39,Berkabut,Pagi,,,,,,,,,,,
16813,16814.0,2012-12-08,4,1.0,12.0,8.0,0.0,6.0,0,2,0.38,0.3939,0.94,0.0896,5,106,111,Berkabut,Pagi,,,,,,,,,,,
16814,16815.0,2012-12-08,4,1.0,12.0,9.0,0.0,6.0,0,2,0.38,0.3939,0.94,0.0,17,153,170,Berkabut,Pagi,,,,,,,,,,,
16815,16816.0,2012-12-08,4,1.0,12.0,10.0,0.0,6.0,0,2,0.4,0.4091,0.87,0.1343,43,244,287,Berkabut,Pagi,,,,,,,,,,,
16816,16817.0,2012-12-08,4,1.0,12.0,11.0,0.0,6.0,0,2,0.4,0.4091,0.87,0.1045,63,341,404,Berkabut,Siang,,,,,,,,,,,
16817,16818.0,2012-12-08,4,1.0,12.0,12.0,0.0,6.0,0,2,0.4,0.4091,0.87,0.2239,122,364,486,Berkabut,Siang,,,,,,,,,,,
16818,16819.0,2012-12-08,4,1.0,12.0,13.0,0.0,6.0,0,2,0.4,0.4091,0.87,0.1642,148,399,547,Berkabut,Siang,,,,,,,,,,,
16819,16820.0,2012-12-08,4,1.0,12.0,14.0,0.0,6.0,0,2,0.4,0.4091,0.87,0.2836,164,378,542,Berkabut,Siang,,,,,,,,,,,
16820,16821.0,2012-12-08,4,1.0,12.0,15.0,0.0,6.0,0,1,0.42,0.4242,0.82,0.1642,167,374,541,Cerah,Siang,,,,,,,,,,,
16821,16822.0,2012-12-08,4,1.0,12.0,16.0,0.0,6.0,0,1,0.42,0.4242,0.82,0.1642,139,368,507,Cerah,Siang,,,,,,,,,,,
16822,16823.0,2012-12-08,4,1.0,12.0,17.0,0.0,6.0,0,1,0.38,0.3939,0.87,0.1343,77,268,345,Cerah,Sore,,,,,,,,,,,
16823,16824.0,2012-12-08,4,1.0,12.0,18.0,0.0,6.0,0,1,0.4,0.4091,0.87,0.1045,40,264,304,Cerah,Sore,,,,,,,,,,,
16824,16825.0,2012-12-08,4,1.0,12.0,19.0,0.0,6.0,0,1,0.4,0.4091,0.87,0.0,34,212,246,Cerah,Sore,,,,,,,,,,,
16825,16826.0,2012-12-08,4,1.0,12.0,20.0,0.0,6.0,0,2,0.36,0.3788,1.0,0.0,20,162,182,Berkabut,Sore,,,,,,,,,,,
16826,16827.0,2012-12-08,4,1.0,12.0,21.0,0.0,6.0,0,2,0.36,0.3788,1.0,0.0,34,175,209,Berkabut,Malam,,,,,,,,,,,
16827,16828.0,2012-12-08,4,1.0,12.0,22.0,0.0,6.0,0,2,0.38,0.3939,0.94,0.1045,23,137,160,Berkabut,Malam,,,,,,,,,,,
16828,16829.0,2012-12-08,4,1.0,12.0,23.0,0.0,6.0,0,2,0.4,0.4091,0.94,0.0,18,144,162,Berkabut,Malam,,,,,,,,,,,
16829,16830.0,2012-12-09,4,1.0,12.0,0.0,0.0,0.0,0,2,0.4,0.4091,0.87,0.1343,15,103,118,Berkabut,Dini Hari,,,,,,,,,,,
16830,16831.0,2012-12-09,4,1.0,12.0,1.0,0.0,0.0,0,2,0.4,0.4091,0.87,0.1045,17,85,102,Berkabut,Dini Hari,,,,,,,,,,,
16831,16832.0,2012-12-09,4,1.0,12.0,2.0,0.0,0.0,0,2,0.4,0.4091,0.87,0.1045,8,70,78,Berkabut,Dini Hari,,,,,,,,,,,
16832,16833.0,2012-12-09,4,1.0,12.0,3.0,0.0,0.0,0,2,0.4,0.4091,0.87,0.1045,14,34,48,Berkabut,Dini Hari,,,,,,,,,,,
16833,16834.0,2012-12-09,4,1.0,12.0,4.0,0.0,0.0,0,2,0.4,0.4091,0.94,0.1045,1,11,12,Berkabut,Dini Hari,,,,,,,,,,,
16834,16835.0,2012-12-09,4,1.0,12.0,5.0,0.0,0.0,0,2,0.4,0.4091,0.87,0.1045,0,8,8,Berkabut,Dini Hari,,,,,,,,,,,
16835,16836.0,2012-12-09,4,1.0,12.0,6.0,0.0,0.0,0,3,0.4,0.4091,0.94,0.1045,0,6,6,Hujan Ringan,Dini Hari,,,,,,,,,,,
16836,16837.0,2012-12-09,4,1.0,12.0,7.0,0.0,0.0,0,3,0.4,0.4091,0.87,0.2239,1,22,23,Hujan Ringan,Pagi,,,,,,,,,,,
16837,16838.0,2012-12-09,4,1.0,12.0,8.0,0.0,0.0,0,3,0.4,0.4091,0.87,0.1642,1,68,69,Hujan Ringan,Pagi,,,,,,,,,,,
16838,16839.0,2012-12-09,4,1.0,12.0,9.0,0.0,0.0,0,2,0.4,0.4091,0.87,0.2537,9,94,103,Berkabut,Pagi,,,,,,,,,,,
16839,16840.0,2012-12-09,4,1.0,12.0,10.0,0.0,0.0,0,2,0.4,0.4091,0.87,0.2836,39,180,219,Berkabut,Pagi,,,,,,,,,,,
16840,16841.0,2012-12-09,4,1.0,12.0,11.0,0.0,0.0,0,2,0.4,0.4091,0.87,0.2985,40,210,250,Berkabut,Siang,,,,,,,,,,,
16841,16842.0,2012-12-09,4,1.0,12.0,12.0,0.0,0.0,0,2,0.4,0.4091,0.82,0.2985,60,255,315,Berkabut,Siang,,,,,,,,,,,
